screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_006.json:1215,ocr_batch_006.json,1215,BUG-001401,EXEC-016798,TC-005667,Documents Dashboard,Rental,"[""Generation"", ""Hope"", ""Research"", ""Box""]","[""Short"", ""Prevent"", ""Hair"", ""Son"", ""Child"", ""Word"", ""College""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Rise?""]","[""Example List""]","[""The manager verified the manufacturing order and successfully completed the transaction.""]","[""The background job rejected the invoice due to missing configuration settings.""]","{""role"": ""everything"", ""always"": ""pick"", ""police"": ""enjoy"", ""father"": ""hold"", ""threat"": ""eye""}",2001-07-25T20:59:54,The system deleted the invoice while ensuring all mandatory fields were populated. The manager attempted to confirm the POS receipt after verifying the related documents.
ocr_batch_006.json:1216,ocr_batch_006.json,1216,BUG-006452,EXEC-001362,TC-012458,Maintenance Dashboard,Project,"[""Individual"", ""Image"", ""Fire"", ""Ability"", ""Police""]","[""Worker"", ""Drug"", ""Still""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Herself?""]","[""Pick List""]","[""""]","[""""]","{""approach"": ""hot"", ""thought"": ""tonight"", ""generation"": ""program""}",1980-08-18T06:59:17,The system deleted the employee record but the system raised a validation exception. The sales representative configured the POS receipt but encountered a permission error.
ocr_batch_006.json:1217,ocr_batch_006.json,1217,BUG-008457,EXEC-009653,TC-013592,POS Dashboard,Helpdesk,"[""Tend"", ""Structure"", ""Art"", ""East""]","[""Time"", ""Discuss"", ""Much"", ""Game"", ""Then"", ""Interest""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Take?""]","[""Difficult List""]","[""The system escalated the manufacturing order which resulted in an AccessError.""]","[""The API endpoint validated the employee record after verifying the related documents.""]","{""return"": ""sort"", ""ready"": ""them"", ""civil"": ""team""}",2014-11-10T23:45:51,The background job rejected the incoming shipment after verifying the related documents.
ocr_batch_006.json:1218,ocr_batch_006.json,1218,BUG-006625,EXEC-002516,TC-006161,Manufacturing Dashboard,Subscriptions,"[""Artist"", ""Development"", ""Least""]","[""Bag"", ""Follow"", ""Method"", ""Computer"", ""Generation""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Pass?""]","[""Foreign List""]","[""The manager deleted the transfer after verifying the related documents.""]","[""The API endpoint processed the manufacturing order while ensuring all mandatory fields were populated.""]","{""about"": ""cause"", ""its"": ""cultural"", ""establish"": ""stay""}",1999-05-26T03:20:16,The system calculated the invoice while ensuring all mandatory fields were populated. The background job updated the POS receipt after verifying the related documents.
ocr_batch_006.json:1219,ocr_batch_006.json,1219,BUG-000882,EXEC-012740,TC-004084,Website Dashboard,Project,"[""Action"", ""Yourself"", ""Fly"", ""Price"", ""Place""]","[""Behind"", ""Real"", ""Science""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Hand?""]","[""Short List""]","[""The accountant calculated the incoming shipment but encountered a permission error.""]","[""""]","{""win"": ""recently"", ""yeah"": ""shoulder"", ""address"": ""but"", ""watch"": ""example""}",2023-11-05T07:48:24,The background job rejected the incoming shipment but encountered a permission error. The user validated the incoming shipment but the system raised a validation exception.
ocr_batch_006.json:1220,ocr_batch_006.json,1220,BUG-000228,EXEC-015288,TC-002095,Sales Dashboard,Knowledge,"[""Budget"", ""Put"", ""She""]","[""Two"", ""Live"", ""Spend""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Per?""]","[""Poor List""]","[""The API endpoint updated the manufacturing order triggering a workflow notification.""]","[""""]","{""suddenly"": ""inside"", ""candidate"": ""thousand""}",1975-01-27T11:43:46,The sales representative validated the manufacturing order but encountered a permission error.
ocr_batch_006.json:1221,ocr_batch_006.json,1221,BUG-006480,EXEC-017744,TC-010668,CRM Dashboard,Inventory,"[""Thus"", ""Adult"", ""Detail""]","[""Nothing"", ""Southern"", ""Tough"", ""Sign"", ""Among""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Person?""]","[""Spend List""]","[""""]","[""""]","{""day"": ""man"", ""various"": ""avoid"", ""item"": ""major"", ""daughter"": ""check"", ""argue"": ""seem""}",1985-01-29T21:28:49,The user attempted to confirm the manufacturing order but encountered a permission error.
ocr_batch_006.json:1222,ocr_batch_006.json,1222,BUG-007698,EXEC-004707,TC-013967,Quality Dashboard,Knowledge,"[""Concern"", ""Win""]","[""This"", ""Sometimes"", ""Measure"", ""Team"", ""News"", ""Market"", ""Nearly""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Month?""]","[""Act List""]","[""""]","[""""]","{""best"": ""large"", ""party"": ""especially"", ""health"": ""sign"", ""over"": ""cold"", ""event"": ""deal""}",2005-08-14T09:25:57,The system attempted to confirm the transfer but encountered a permission error. The manager attempted to confirm the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_006.json:1223,ocr_batch_006.json,1223,BUG-005727,EXEC-007227,TC-006942,Purchase Dashboard,Project,"[""Total"", ""Music""]","[""Oil"", ""Not"", ""Few"", ""Authority"", ""Option""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Eight?""]","[""Language List""]","[""""]","[""The API endpoint processed the employee record but the system raised a validation exception.""]","{""conference"": ""ready"", ""gas"": ""name"", ""watch"": ""wind""}",2008-01-04T14:36:03,The accountant deleted the invoice which resulted in an AccessError.
ocr_batch_006.json:1224,ocr_batch_006.json,1224,BUG-001632,EXEC-000905,TC-018543,HR Dashboard,Subscriptions,"[""Plant"", ""Generation"", ""Term"", ""Always""]","[""My"", ""Might"", ""Right"", ""Alone"", ""Majority"", ""Training"", ""Research"", ""Century""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Land?""]","[""Night List""]","[""""]","[""""]","{""animal"": ""against"", ""start"": ""lose"", ""thus"": ""star"", ""painting"": ""structure"", ""learn"": ""guess"", ""energy"": ""medical""}",2011-12-01T11:53:34,The user processed the manufacturing order while ensuring all mandatory fields were populated. The accountant escalated the employee record triggering a workflow notification.
ocr_batch_006.json:1225,ocr_batch_006.json,1225,BUG-000528,EXEC-016603,TC-002602,eCommerce Dashboard,Subscriptions,"[""Summer"", ""Note"", ""Loss""]","[""Design"", ""After"", ""Significant"", ""Side""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Serve?""]","[""Water List""]","[""The API endpoint attempted to confirm the POS receipt but encountered a permission error.""]","[""""]","{""even"": ""per"", ""morning"": ""street""}",1983-08-04T06:55:30,The manager calculated the manufacturing order after verifying the related documents.
ocr_batch_006.json:1226,ocr_batch_006.json,1226,BUG-006039,EXEC-009433,TC-005969,Documents Dashboard,Project,"[""Almost"", ""Sit"", ""Reality"", ""Within"", ""Treatment""]","[""Conference"", ""Other"", ""Tv"", ""Deal"", ""Their"", ""Hear"", ""Report"", ""Throughout""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Trip?""]","[""South List""]","[""The API endpoint processed the subscription renewal which resulted in an AccessError.""]","[""The system processed the incoming shipment which resulted in an AccessError.""]","{""skill"": ""right"", ""huge"": ""strategy"", ""mean"": ""soldier"", ""focus"": ""word"", ""behavior"": ""high""}",2024-01-29T21:10:55,The system calculated the transfer due to missing configuration settings. The accountant verified the manufacturing order but encountered a permission error.
ocr_batch_006.json:1227,ocr_batch_006.json,1227,BUG-000874,EXEC-019761,TC-009292,Accounting Dashboard,Sales,"[""Western"", ""Church"", ""Clearly"", ""Voice""]","[""Magazine"", ""Nor"", ""I""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Race?""]","[""Test List""]","[""""]","[""""]","{""more"": ""since"", ""land"": ""party""}",1999-11-17T04:54:32,The accountant attempted to confirm the subscription renewal triggering a workflow notification. The manager calculated the manufacturing order and successfully completed the transaction.
ocr_batch_006.json:1228,ocr_batch_006.json,1228,BUG-009036,EXEC-002200,TC-010118,Purchase Dashboard,Helpdesk,"[""Property"", ""Reduce"", ""Statement""]","[""Pick"", ""Do"", ""Rather"", ""Cause"", ""Street""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Thus?""]","[""View List""]","[""The accountant validated the employee record which resulted in an AccessError.""]","[""""]","{""allow"": ""camera"", ""particularly"": ""glass"", ""human"": ""office"", ""responsibility"": ""thing"", ""others"": ""no""}",1996-08-01T08:44:51,The manager verified the transfer but the system raised a validation exception. The sales representative updated the incoming shipment but encountered a permission error.
ocr_batch_006.json:1229,ocr_batch_006.json,1229,BUG-008467,EXEC-006946,TC-005538,Accounting Dashboard,CRM,"[""Have"", ""Like""]","[""Over"", ""Whether"", ""Represent"", ""City"", ""Cover"", ""Hold"", ""Art"", ""Though""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Food?""]","[""Source List""]","[""The manager rejected the employee record but the system raised a validation exception.""]","[""The background job calculated the subscription renewal due to missing configuration settings.""]","{""allow"": ""management"", ""per"": ""shake"", ""partner"": ""where"", ""father"": ""big"", ""bag"": ""thus""}",2006-09-04T00:58:32,The user validated the subscription renewal after verifying the related documents.
ocr_batch_006.json:1230,ocr_batch_006.json,1230,BUG-008138,EXEC-017384,TC-000617,Studio Dashboard,Manufacturing,"[""Car"", ""His"", ""Leg"", ""Lead""]","[""In"", ""Cover"", ""Check"", ""Along"", ""Before"", ""Best""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Inside?""]","[""Mission List""]","[""The warehouse operator processed the subscription renewal due to missing configuration settings.""]","[""The API endpoint verified the transfer which resulted in an AccessError.""]","{""stay"": ""important"", ""send"": ""surface""}",2014-06-08T23:02:16,The system configured the subscription renewal due to missing configuration settings.
ocr_batch_006.json:1231,ocr_batch_006.json,1231,BUG-006503,EXEC-006580,TC-002329,Accounting Dashboard,Maintenance,"[""Career"", ""Positive"", ""People"", ""Politics""]","[""General"", ""See"", ""International"", ""Catch"", ""Able""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Decade?""]","[""Republican List""]","[""""]","[""""]","{""raise"": ""drug"", ""determine"": ""that"", ""no"": ""book"", ""news"": ""beyond"", ""leader"": ""short""}",1998-12-01T07:48:35,The sales representative deleted the POS receipt due to missing configuration settings. The user updated the incoming shipment but the system raised a validation exception.
ocr_batch_006.json:1232,ocr_batch_006.json,1232,BUG-009709,EXEC-019229,TC-012595,Rental Dashboard,Payroll,"[""Discover"", ""Care"", ""Charge""]","[""Product"", ""Painting"", ""Now"", ""Might"", ""Thank""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Hold?""]","[""Various List""]","[""The user verified the POS receipt triggering a workflow notification.""]","[""""]","{""protect"": ""value"", ""you"": ""network"", ""public"": ""bit"", ""try"": ""court"", ""amount"": ""difference"", ""town"": ""century""}",2020-06-03T13:11:36,The API endpoint attempted to confirm the subscription renewal triggering a workflow notification. The manager validated the manufacturing order but encountered a permission error.
ocr_batch_006.json:1233,ocr_batch_006.json,1233,BUG-002080,EXEC-011732,TC-007291,Studio Dashboard,Studio,"[""Throughout"", ""Section"", ""Figure"", ""Hospital"", ""Almost""]","[""Oil"", ""Site"", ""Really"", ""Week"", ""Market"", ""Red"", ""Reveal""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Relate?""]","[""Here List""]","[""""]","[""The user processed the invoice while ensuring all mandatory fields were populated.""]","{""free"": ""rather"", ""government"": ""control"", ""few"": ""special"", ""all"": ""sport""}",2008-11-13T06:59:18,The manager updated the incoming shipment but encountered a permission error.
ocr_batch_006.json:1234,ocr_batch_006.json,1234,BUG-002126,EXEC-007344,TC-006718,Accounting Dashboard,Project,"[""Take"", ""Realize"", ""Until"", ""Include"", ""Approach""]","[""Rich"", ""Explain"", ""Return"", ""Already"", ""Particularly"", ""Force""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Even?""]","[""Similar List""]","[""The accountant attempted to confirm the manufacturing order but encountered a permission error.""]","[""""]","{""statement"": ""major"", ""tough"": ""citizen"", ""use"": ""physical""}",1975-01-31T03:13:52,The system deleted the employee record which resulted in an AccessError. The warehouse operator verified the POS receipt which resulted in an AccessError.
ocr_batch_006.json:1235,ocr_batch_006.json,1235,BUG-007837,EXEC-015603,TC-015522,Quality Dashboard,Project,"[""Stay"", ""Front"", ""Enter"", ""Little"", ""Week""]","[""Star"", ""With"", ""Never"", ""Economic""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Baby?""]","[""Party List""]","[""""]","[""The user escalated the transfer and successfully completed the transaction.""]","{""bit"": ""determine"", ""morning"": ""music"", ""one"": ""whom""}",2008-09-25T10:03:17,The API endpoint configured the manufacturing order triggering a workflow notification. The system configured the manufacturing order after verifying the related documents.
ocr_batch_006.json:1236,ocr_batch_006.json,1236,BUG-006330,EXEC-011371,TC-008230,POS Dashboard,Sales,"[""Where"", ""Particular"", ""Set"", ""White"", ""Central""]","[""Understand"", ""Close"", ""Year"", ""Quickly"", ""Use"", ""As"", ""Let""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Last?""]","[""Type List""]","[""The accountant deleted the subscription renewal after verifying the related documents.""]","[""""]","{""concern"": ""any"", ""my"": ""case"", ""full"": ""its"", ""participant"": ""feel"", ""sense"": ""probably"", ""yard"": ""about""}",1986-08-23T22:57:28,The accountant verified the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_006.json:1237,ocr_batch_006.json,1237,BUG-005211,EXEC-002739,TC-011526,HR Dashboard,Manufacturing,"[""Such"", ""Public"", ""Offer""]","[""Lawyer"", ""Might"", ""However""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Minute?""]","[""Here List""]","[""The accountant processed the incoming shipment but the system raised a validation exception.""]","[""The API endpoint attempted to confirm the invoice and successfully completed the transaction.""]","{""meet"": ""similar"", ""type"": ""man"", ""everybody"": ""girl"", ""world"": ""discussion"", ""character"": ""some""}",2007-08-25T00:30:41,The warehouse operator calculated the subscription renewal triggering a workflow notification. The user rejected the subscription renewal triggering a workflow notification.
